wavelength_nm,Cab,Car,Anth,Cw,Cm,LAI,Cp,Cbc
566,0.713624998349119,0.1998440439884994,0.8362047558721588,1.486272540586095e-05,0.09648484750790455,0.7507553367945685,7.0221764987478536e-15,0.0940386822063804
567,0.7238226960627682,0.18128963042286456,0.8217283243838525,1.5084810199687667e-05,0.09584525785782508,0.7524549357607913,0.0,0.09341522844182427
568,0.7338563037209286,0.16365397443392854,0.8068611186027765,1.5331690420529975e-05,0.09518013335799902,0.7542062782795792,3.5441571280951574e-15,0.09276686383270749
569,0.7437068338887288,0.14697138053998518,0.7916410231570996,1.5589836287158802e-05,0.09449164613569212,0.7560049736879111,3.561524632470254e-15,0.0920957078815597
570,0.7533547089347437,0.1312619738920579,0.7761110868866484,1.585087135195117e-05,0.09378139882663321,0.7578472324118857,0.0,0.09140332516129157
571,0.7627845119136434,0.11653285235795326,0.7603090433351104,1.6112858292709485e-05,0.09305033175783407,0.7597313263248071,8.994486937793859e-15,0.09069063370243721
572,0.7719850168539092,0.10279060876363201,0.7442710256117869,1.6376341107378563e-05,0.09229946697752481,0.7616557231297979,3.6166799848600855e-15,0.08995863238933344
573,0.7809476630329315,0.09003216142811983,0.728024702643656,1.664454948445553e-05,0.0915293517181827,0.7636204706219626,0.0,0.08920785622385405
574,0.7896661024852275,0.07825059149890697,0.7116079100964975,1.6917831015088568e-05,0.09074022816027832,0.7656249800815974,3.655966872037955e-15,0.0884385434797228
575,0.7981366693414852,0.06743202806487074,0.6950383477043851,1.719091155531114e-05,0.0899318893434254,0.7676703004637203,7.35277884988003e-15,0.08765049416662997
